_id,category,content,cleaned_tokens_ner,cleaned_tokens_stopwords,tokens
6477c3b1540bc5d16fa5e995,Moldova,Andrei Spînu vicepremierul Republicii Moldova a declarat miercuri seara la Digi că Rusia își dorește să țină Republica Moldova sub control ca săși poată promova interesele proprii Este evident că am fost în vizorul Moscovei tot timpul și nu sa schimbat nimic în ultimii  de ani a adăugat SpînuAndrei Spînu vicepremierul Republicii Moldova Situația cu Transnistria  nred este complicată și evident că noi și la Guvern dar și la Președinție analizăm foarte serios toate riscurile din această perspectivăAdevărul care este și cunoscut de  de ani nu prea sa investit în capacitățile militare ale țării noastre Evident de abia acum se fac primele încercări pentru a reveni și a dota armata astfel încât să fim pregătiți pentru provocăriMesajul actualei guvernări este că noi ne dorim pace și vom face în primul rând tot ce ne stă în putere ca să păstrăm această pace necesară pentru țara noastrăCetățenii Republicii Moldova nici pe malul stâng dar nici pe malul drept al Nistrului nuși doresc război indiferent câți soldați ai Rusiei sunt în Transnistria Este evident că Republica Moldova a fost în vizorul Moscovei tot timpul și nu sa schimbat nimic în ultimii  de ani ca să fim foarte sinceriRusia își dorește să țină Republica Moldova sub control ca săși poată promova interesele proprii și nu interesele populației noastre Noi vedem foarte clar că se folosesc elemente ale războiului hibrid inclusiv propaganda finanțarea anumitor partide politice de opoziție tot felul de provocări în diferite zone ale țării inclusiv acea criză energetică generată de GazpromDeci toate astea fac parte din acel război hibrid pe care considerăm noi că Rusia îl duce în țara noastră Acest lucru și lau dorit permanent nu este ceva nou dar acum se acutizează ținând cont de ce vedem că se întâmplă în Ucraina Editor   Liviu Cojan,"[vicepremierul, Republicii, Moldova, a, declarat, la, Digi, că, Rusia, își, dorește, să, țină, Republica, Moldova, sub, control, ca, săși, poată, promova, interesele, proprii, Este, evident, că, am, fost, în, vizorul, Moscovei, tot, timpul, și, nu, sa, schimbat, nimic, în, a, adăugat, vicepremierul, Republicii, Moldova, Situația, cu, Transnistria, nred, este, complicată, și, evident, că, noi, și, la, Guvern, dar, și, la, Președinție, analizăm, foarte, serios, toate, riscurile, din, această, care, este, și, cunoscut, de, de, ani, nu, prea, sa, investit, în, capacitățile, militare, ale, țării, noastre, Evident, de, abia, acum, se, fac, încercări, pentru, a, reveni, și, a, dota, armata, astfel, încât, să, fim, pregătiți, pentru, provocăriMesajul, actualei, guvernări, este, că, noi, ne, dorim, pace, și, vom, face, în, rând, tot, ce, ne, stă, în, putere, ca, să, păstrăm, această, pace, necesară, pentru, țara, noastrăCetățenii, Republicii, Moldova, nici, pe, malul, stâng, dar, nici, pe, malul, drept, al, Nistrului, nuși, doresc, război, indiferent, câți, ai, Rusiei, sunt, în, Transnistria, Este, evident, că, Republica, Moldova, a, fost, în, vizorul, Moscovei, tot, timpul, și, nu, sa, schimbat, nimic, în, ca, să, fim, foarte, sinceriRusia, își, dorește, să, țină, Republica, Moldova, sub, control, ca, săși, poată, promova, interesele, proprii, și, nu, interesele, populației, noastre, Noi, vedem, foarte, clar, că, se, folosesc, elemente, ale, războiului, hibrid, inclusiv, propaganda, finanțarea, anumitor, partide, politice, de, opoziție, tot, felul, de, provocări, în, diferite, zone, ale, țării, inclusiv, acea, criză, energetică, generată, de, GazpromDeci, toate, astea, fac, parte, din, acel, război, hibrid, pe, care, considerăm, noi, că, Rusia, îl, duce, în, țara, noastră, Acest, lucru, și, lau, dorit, permanent, nu, este, ceva, nou, dar, acum, se, acutizează, ținând, cont, de, ce, vedem, că, se, întâmplă, în, Ucraina, Editor, Liviu, Cojan]","[vicepremierul, Republicii, Moldova, declarat, Digi, Rusia, își, dorește, țină, Republica, Moldova, control, săși, poată, promova, interesele, proprii, evident, vizorul, Moscovei, timpul, schimbat, adăugat, vicepremierul, Republicii, Moldova, Situația, Transnistria, nred, complicată, evident, Guvern, Președinție, analizăm, serios, riscurile, cunoscut, ani, investit, capacitățile, militare, țării, Evident, fac, încercări, reveni, dota, armata, pregătiți, provocăriMesajul, actualei, guvernări, dorim, pace, rând, stă, putere, păstrăm, pace, necesară, țara, noastrăCetățenii, Republicii, Moldova, malul, stâng, malul, Nistrului, nuși, doresc, război, indiferent, Rusiei, Transnistria, evident, Republica, Moldova, vizorul, Moscovei, timpul, schimbat, sinceriRusia, își, dorește, țină, Republica, Moldova, control, săși, poată, promova, interesele, proprii, interesele, populației, vedem, clar, folosesc, elemente, războiului, hibrid, inclusiv, propaganda, finanțarea, anumitor, partide, politice, opoziție, felul, provocări, diferite, zone, țării, inclusiv, criză, energetică, generată, GazpromDeci, fac, parte, război, hibrid, considerăm, Rusia, duce, țara, lucru, lau, dorit, permanent, acutizează, ținând, cont, vedem, întâmplă, Ucraina, Editor, Liviu, Cojan]","[vicepremier, Republicii, Moldova, declarat, digi, Rusia, sine, dori, ține, republică, Moldova, control, săși, putea, promova, interes, propriu, evident, vizor, Moscova, timp, schimba, adăuga, vicepremier, Republicii, Moldova, situație, Transnistria, nred, complica, evident, guvern, Președinție, analizăm, serios, risc, cunoscut, an, investit, capacitate, militar, țară, Evident, face, încercare, revean, dota, armată, pregăti, provocăriMesaj, actuală, guvernare, dori, pace, rând, sta, putere, păstra, pace, necesar, țară, noastrăCetățenii, Republicii, Moldova, mal, stâng, mal, Nistrului, nus, dori, război, indiferent, Rusia, Transnistria, evident, republică, Moldova, vizor, Moscova, timp, schimba, sinceriRusia, sine, dori, ține, republică, Moldova, control, săși, putea, promova, interes, propriu, interes, populație, vedea, clar, folosi, element, război, hibrid, inclusiv, propagandă, finanțare, anumit, partid, politic, opoziție, fel, provocare, diferit, zonă, țară, inclusiv, criză, energetic, genera, GazpromDeci, face, parte, război, hibrid, considera, Rusia, duce, țară, lucru, la, dori, permanent, acutiza, ține, cont, vedea, întâmpla, Ucraina, Editor, Liviu, Cojan]"
6477c424540bc5d16fa5f39c,Moldova,Platforma de Sprijin pentru Republica Moldova demonstrează că această ară are mai muli prieteni decât a avut vreodată a declarat luni la Paris ministrul Afacerilor Externe Bogdan AurescuEl a prezidat alături de omologii din Frana i Germania cea dea treia Conferină ministerială a Platformei de Sprijin pentru Republica Moldova desfăurată la ParisPlatforma noastră demonstrează că Republica Moldova are mai muli prieteni decât a avut vreodată Nu doar în Uniunea Europeană ci în lumea întreagă care sunt dispui să ajute Chiinăul Aceasta demonstrează angajamentul comunităii internaionale de a ajuta Republica Moldova să facă faă unor provocări nemaiîntâlnite a afirmat Aurescu întro conferină de presă comună cu minitrii de Externe din Frana Germania i Republica Moldova potrivit AgerpresEl a reamintit că în cadrul conferinei ministeriale desfăurate în iulie la Bucureti la care au participat mai multe state organizaii i instituii financiare internaionale sa obinut un sprijin în valoare totală de  milioane euro dintre care  de milioane euro asistenă sub formă de granturi Totodată sa stabilit crearea unui grup de lucru dedicat reformei administraiei publice i managementului finanelor publiceMinistrul Aurescu a menionat că în ultima perioadă Chiinăul a fost supus unei presiuni din ce în ce mai mari menite să deraieze Republica Moldova de la cursul său proeuropean Totodată războiul declanat de Rusia împotriva Ucrainei a avut un efect profund asupra acestei ăriara sa confruntat cu provocări de natură economică umanitară i de securitate de o amploare fără precedent iar în aceste momente critice cetăenii i autorităile au dovedit o solidaritate impresionantă cu Ucraina i refugiaii ucraineni Republica Moldova este candidată la aderarea la UE un obiectiv pe care România la susinut puternic dea lungul ultimilor ani Cu susinerea activă a preedintelui Maia Sandu i a Parlamentului Guvernul de la Chiinău dă dovadă de un leadership remarcabil în implementarea unei agende ambiioase sustenabile democratice proeuropene i reformatoare a spus eful diplomaiei româneMinistrul a adăugat că Republica Moldova este una dintre ările cele mai afectate de războiul brutal al Rusiei împotriva Ucrainei ara se confruntă cu o severă criză energetică iar cetăenii suferă din cauza inflaiei i a facturilor mari Potrivit acestuia Republica Moldova este vizată i de multe tentative hibride de destabilizareEnergia a ocupat un loc important pe agenda discuiilor de astăzi Au fost prezentate idei valoroase am încercat să vedem cum putem eficientiza eforturile noastre folosind Platforma de Sprijin pentru a ajuta Republica Moldova să devină independentă din punct de vedere energetic să îi consolideze economia statul de drept i să modernizeze adminstraia a transmis AurescuTotodată el a reamintit că România furnizează Republicii Moldova între  i  din necesarul de electricitate ara noastră a oferit recent Chiinăului un grant în valoare de  milioane de euro sub forma asistenei bugetare directe De asemenea dintrun total de  de milioane de euro România intenionează să ofere până la finalul acestui an granturi de  de milioane de euro pentru proiecte din domenii precum educaia dezvoltarea regională i îmbunătăirea serviciilor de utilitate publicăVom fi alături de Republica Moldova nu numai în timpul acestei ierni grele ci i pe calea ei de a deveni un stat membru UE a evideniat ministrul de Externe Editor   Liviu Cojan,"[Platforma, de, Sprijin, pentru, Republica, Moldova, demonstrează, că, această, ară, are, mai, muli, decât, a, avut, vreodată, a, declarat, la, Paris, AurescuEl, a, prezidat, alături, de, omologii, din, Frana, i, Germania, cea, dea, treia, Conferină, ministerială, a, Platformei, de, Sprijin, pentru, Republica, Moldova, desfăurată, la, ParisPlatforma, noastră, demonstrează, că, Republica, Moldova, are, mai, muli, decât, a, avut, vreodată, Nu, doar, în, Uniunea, Europeană, ci, în, lumea, întreagă, care, sunt, dispui, să, ajute, Chiinăul, Aceasta, demonstrează, angajamentul, comunităii, internaionale, de, a, ajuta, Republica, Moldova, să, facă, faă, unor, provocări, nemaiîntâlnite, a, afirmat, Aurescu, întro, conferină, de, presă, comună, cu, minitrii, de, Externe, din, i, Republica, Moldova, potrivit, AgerpresEl, a, reamintit, că, în, cadrul, conferinei, ministeriale, desfăurate, în, la, Bucureti, la, care, au, participat, mai, multe, state, organizaii, i, instituii, financiare, internaionale, sa, obinut, un, sprijin, în, valoare, totală, de, dintre, care, asistenă, sub, formă, de, granturi, Totodată, sa, stabilit, crearea, unui, grup, de, lucru, dedicat, reformei, administraiei, publice, i, finanelor, publiceMinistrul, Aurescu, a, menionat, că, în, ultima, perioadă, Chiinăul, a, fost, supus, unei, presiuni, din, ce, în, ce, mai, mari, menite, să, deraieze, Republica, Moldova, de, la, cursul, său, proeuropean, Totodată, războiul, declanat, de, Rusia, împotriva, Ucrainei, a, avut, un, efect, profund, asupra, acestei, ăriara, sa, confruntat, cu, provocări, de, natură, economică, umanitară, i, de, securitate, de, o, amploare, fără, precedent, iar, în, aceste, momente, critice, cetăenii, i, autorităile, au, dovedit, o, solidaritate, impresionantă, cu, Ucraina, i, ucraineni, Republica, Moldova, este, candidată, la, aderarea, la, UE, un, obiectiv, pe, care, România, la, susinut, puternic, dea, ultimilor, ani, Cu, susinerea, activă, a, preedintelui, Maia, Sandu, i, a, Parlamentului, Guvernul, de, la, Chiinău, dă, dovadă, de, un, leadership, remarcabil, în, implementarea, unei, agende, ambiioase, sustenabile, democratice, proeuropene, i, reformatoare, a, spus, eful, diplomaiei, româneMinistrul, a, adăugat, că, Republica, Moldova, este, una, dintre, ările, cele, mai, afectate, de, războiul, brutal, al, Rusiei, împotriva, Ucrainei, ara, se, confruntă, cu, o, severă, criză, energetică, iar, cetăenii, suferă, din, cauza, inflaiei, i, a, facturilor, mari, Potrivit, acestuia, Republica, Moldova, este, vizată, i, de, multe, tentative, hibride, de, destabilizareEnergia, a, ocupat, un, loc, important, pe, agenda, discuiilor, de, astăzi, Au, fost, prezentate, idei, valoroase, am, încercat, să, vedem, cum, putem, eficientiza, eforturile, noastre, folosind, Platforma, de, Sprijin, pentru, a, ajuta, Republica, Moldova, să, devină, independentă, din, punct, de, vedere, energetic, să, îi, consolideze, economia, statul, de, drept, i, să, modernizeze, adminstraia, a, transmis, AurescuTotodată, a, reamintit, că, România, furnizează, Republicii, Moldova, între, i, din, necesarul, de, electricitate, ara, noastră, a, oferit, recent, Chiinăului, un, grant, în, valoare, de, sub, forma, asistenei, bugetare, directe, De, asemenea, dintrun, total, de, România, intenionează, să, ofere, până, la, finalul, acestui, an, granturi, de, pentru, proiecte, din, domenii, precum, educaia, dezvoltarea, regională, i, îmbunătăirea, serviciilor, de, utilitate, publicăVom, fi, alături, de, Republica, Moldova, nu, numai, în, timpul, acestei, ierni, grele, ci, i, pe, calea, ei, de, a, deveni, un, stat, membru, UE, a, evideniat, Liviu, Cojan]","[Platforma, Sprijin, Republica, Moldova, demonstrează, ară, muli, decât, vreodată, declarat, Paris, AurescuEl, prezidat, omologii, Frana, Germania, dea, Conferină, ministerială, Platformei, Sprijin, Republica, Moldova, desfăurată, ParisPlatforma, demonstrează, Republica, Moldova, muli, decât, vreodată, Uniunea, Europeană, lumea, întreagă, dispui, ajute, Chiinăul, demonstrează, angajamentul, comunităii, internaionale, ajuta, Republica, Moldova, facă, faă, provocări, nemaiîntâlnite, afirmat, Aurescu, întro, conferină, presă, comună, minitrii, Externe, Republica, Moldova, potrivit, AgerpresEl, reamintit, cadrul, conferinei, ministeriale, desfăurate, Bucureti, participat, state, organizaii, instituii, financiare, internaionale, obinut, sprijin, valoare, totală, asistenă, formă, granturi, Totodată, stabilit, crearea, grup, lucru, dedicat, reformei, administraiei, publice, finanelor, publiceMinistrul, Aurescu, menionat, ultima, perioadă, Chiinăul, supus, presiuni, mari, menite, deraieze, Republica, Moldova, cursul, proeuropean, Totodată, războiul, declanat, Rusia, Ucrainei, efect, profund, ăriara, confruntat, provocări, natură, economică, umanitară, securitate, amploare, precedent, momente, critice, cetăenii, autorităile, dovedit, solidaritate, impresionantă, Ucraina, ucraineni, Republica, Moldova, candidată, aderarea, UE, obiectiv, România, susinut, puternic, dea, ultimilor, ani, susinerea, activă, preedintelui, Maia, Sandu, Parlamentului, Guvernul, Chiinău, dovadă, leadership, remarcabil, implementarea, agende, ambiioase, sustenabile, democratice, proeuropene, reformatoare, spus, eful, diplomaiei, româneMinistrul, adăugat, Republica, Moldova, ările, afectate, războiul, brutal, Rusiei, Ucrainei, ara, confruntă, severă, criză, energetică, cetăenii, suferă, cauza, inflaiei, facturilor, mari, Potrivit, acestuia, Republica, Moldova, vizată, tentative, hibride, destabilizareEnergia, ocupat, loc, important, agenda, discuiilor, prezentate, idei, valoroase, încercat, vedem, putem, eficientiza, eforturile, folosind, Platforma, Sprijin, ajuta, Republica, Moldova, devină, independentă, punct, vedere, energetic, consolideze, economia, statul, modernizeze, adminstraia, transmis, AurescuTotodată, reamintit, România, furnizează, Republicii, Moldova, necesarul, electricitate, ara, oferit, recent, Chiinăului, grant, valoare, forma, asistenei, bugetare, directe, dintrun, total, România, intenionează, ofere, finalul, an, granturi, proiecte, domenii, precum, educaia, dezvoltarea, regională, îmbunătăirea, serviciilor, utilitate, publicăVom, Republica, Moldova, timpul, ierni, grele, calea, deveni, stat, membru, UE, evideniat, Liviu, Cojan]","[platformă, Sprijin, republică, Moldova, demonstra, ară, mulă, decât, vreodată, declarat, Paris, AurescuEl, prezida, omolog, Frana, Germania, da, Conferină, ministerial, Platformei, Sprijin, republică, Moldova, desfăurat, ParisPlatformă, demonstra, republică, Moldova, mul, decât, vreodată, uniune, european, lume, întreg, dispu, ajut, Chiinăul, demonstra, angajament, comunităii, internaional, ajuta, republică, Moldova, fac, faă, provocare, nemaiîntâlnit, afirmat, Aurescu, întro, conferină, pres, comun, minitrii, Externe, republică, Moldova, potrivit, AgerpresEl, reaminti, cadru, conferină, ministerial, desfăura, Bucureti, participat, stat, organizaii, instituii, financiar, internaional, obine, sprijin, valoare, total, asisten, formă, grant, totodată, stabili, creare, grup, lucru, dedicat, reformă, administraie, public, finanelor, publiceMinistr, Aurescu, meniona, ultim, perioadă, chiinău, supus, presiune, mare, menit, deraia, republică, Moldova, curs, proeuropean, totodată, război, declanat, Rusia, Ucraina, efect, profund, ăriara, confrunta, provocare, natură, economic, umanitar, securitate, amploare, precedent, moment, critic, cetăenie, autorităil, dovedit, solidaritate, impresionant, Ucraina, ucraineni, republică, Moldova, candidat, aderare, Uniunea_Europeană, obiectiv, România, susine, puternic, da, ultim, an, susinere, activ, preedintelui, Maia, Sandu, parlament, guvern, Chiinău, dovadă, leadership, remarcabil, implementare, agende, ambiios, sustenabe, democratic, proeuropan, reformatoar, spune, ef, diplomaie, româneMinistrul, adăuga, republică, Moldova, ările, afectat, război, brutal, Rusia, Ucraina, ara, confrunt, sever, criză, energetic, cetăene, suferi, cauză, inflaie, facture, mare, potrivit, acesta, republică, Moldova, vizat, tentativă, hibrid, destabilizareEnergie, ocupa, loc, important, agendă, discuiilor, prezenta, idee, valoroas, încerca, vedea, putea, eficientiza, efort, folosi, platformă, Sprijin, ajuta, republică, Moldova, devină, independent, punct, vedere, energetic, consolida, economie, stat, moderniza, adminstraie, transmite, aurescuTotodat, reaminti, România, furniza, Republicii, Moldova, necesar, electricitate, ara, oferi, recent, chiină, grant, valoare, formă, asistenă, bugetar, direct, dintrun, total, România, inteniona, oferi, final, an, grant, proiect, domeniu, precum, educaie, dezvoltare, regional, îmbunătăire, serviciu, utilitat, publicăVom, republică, Moldova, timp, ierni, greu, cale, deveni, stat, membru, Uniunea_Europeană, evideniat, Liviu, Cojan]"
6477c464540bc5d16fa5f9f8,Moldova,Republica Moldova va primi un grant de circa  de milioane de lei echivalentul a aproximativ  milioane de euro din partea României Potrivit Ministerului Finanțelor banii vor fi folosiți în scopul depășirii crizei energetice cu care se confruntă țara Un acord de finanțare în acest sens a fost semnat astăzi  octombrie între Ministerul Finanțelor al Republicii Moldova și Agenția de Cooperare Internațională pentru Dezvoltare RoAid În plus Chișinăul va putea cumpăra energie electrică din România la un preț plafonatChișinăul va procura energie electrică din România la un preț de  euroMWh pentru a acoperi necesarul de  care nu mai poate veni din Ucraina a anunțat vicepremierul Andrei SpînuRomânia ajută Republica Moldova întrun moment de grea încercare pentru noi Vom putea cumpăra energie electrică din România la un preț de  RONMWh aproximativ  EURMWh datorită modificărilor în legislație făcute astăzi de Guvernul României în urma discuțiilor cu Guvernul Republicii Moldova Energia electrică va avea un preț mai mic decât prețurile de pe piață și va asigura necesarul de  pe care nul mai putem primi din Ucraina începând cu data de  octombrie Acest lucru este posibil deoarece am reușit sincronizarea sistemului nostru cu sistemul electroenergetic european încă în martie a scris Spînu pe FacebookPentru a veni în ajutorul Republicii Moldova Guvernul României a aprobat o Ordonanță de Urgență care prevede că producătorii de energie electrică au obligația să încheie contracte bilaterale în limita cantităților disponibile prioritar cu traderifurnizori de energie electrică desemnați de către Guvernul Republicii MoldovaEnergia necesară poate fi cumpărată în cazul în care producătorii din România au suficiente cantități disponibile De aceea este important și vă rog să reducem în continuare consumul cât de mult putem Ieri am văzut o mobilizare frumoasă din partea cetățenilor de a ne aduce fiecare contribuția la un consum mai mic Haideți să facem acest efort Este pentru Republica MoldovaDatorită deschiderii sufletești și a sprijinului călduros oferit de România pentru cetățenii noștri știm că nu suntem singuri și avem un prieten pe care ne putem baza în situații de urgență maximă Plecăciuni România a adăugat vicepremierul moldovean Setarile tale privind cookieurile nu permit afisarea continutul din aceasta sectiune Poti actualiza setarile modulelor coookie direct din browser sau de aici  e nevoie sa accepti cookieurile social media,"[Republica, Moldova, va, primi, un, grant, de, circa, echivalentul, a, aproximativ, din, partea, României, Potrivit, Ministerului, Finanțelor, banii, vor, fi, folosiți, în, scopul, depășirii, crizei, energetice, cu, care, se, confruntă, țara, Un, acord, de, finanțare, în, acest, sens, a, fost, semnat, între, Ministerul, Finanțelor, al, Republicii, Moldova, și, Agenția, de, Cooperare, Internațională, pentru, Dezvoltare, RoAid, În, plus, Chișinăul, va, putea, cumpăra, energie, electrică, din, România, la, un, preț, plafonatChișinăul, va, procura, energie, electrică, din, România, la, un, preț, de, euroMWh, pentru, a, acoperi, necesarul, de, care, nu, mai, poate, veni, din, Ucraina, a, anunțat, ajută, Republica, Moldova, întrun, moment, de, grea, încercare, pentru, noi, Vom, putea, cumpăra, energie, electrică, din, România, la, un, preț, de, RONMWh, aproximativ, EURMWh, datorită, modificărilor, în, legislație, făcute, astăzi, de, Guvernul, României, în, urma, discuțiilor, cu, Guvernul, Republicii, Moldova, Energia, electrică, va, avea, un, preț, mai, mic, decât, prețurile, de, pe, piață, și, va, asigura, necesarul, de, pe, care, nul, mai, putem, primi, din, Ucraina, începând, cu, data, de, octombrie, Acest, lucru, este, posibil, deoarece, am, reușit, sincronizarea, sistemului, nostru, cu, sistemul, electroenergetic, european, încă, în, a, scris, Spînu, pe, FacebookPentru, a, veni, în, ajutorul, Republicii, Moldova, Guvernul, României, a, aprobat, o, Ordonanță, de, Urgență, care, prevede, că, producătorii, de, energie, electrică, au, obligația, să, încheie, contracte, bilaterale, în, limita, cantităților, disponibile, prioritar, cu, traderifurnizori, de, energie, electrică, desemnați, de, către, Guvernul, Republicii, MoldovaEnergia, necesară, poate, fi, cumpărată, în, cazul, în, care, producătorii, din, România, au, suficiente, cantități, disponibile, De, aceea, este, important, și, vă, rog, să, reducem, în, continuare, consumul, cât, de, mult, putem, Ieri, am, văzut, o, mobilizare, frumoasă, din, partea, de, a, ne, aduce, fiecare, contribuția, la, un, consum, mai, mic, Haideți, să, facem, acest, efort, Este, pentru, Republica, MoldovaDatorită, deschiderii, sufletești, și, a, sprijinului, călduros, oferit, de, România, pentru, noștri, știm, că, nu, suntem, singuri, și, avem, un, prieten, pe, care, ne, putem, baza, în, situații, de, urgență, maximă, Plecăciuni, România, a, adăugat, moldovean, Setarile, tale, privind, cookieurile, nu, permit, afisarea, continutul, din, aceasta, sectiune, Poti, actualiza, setarile, modulelor, coookie, direct, din, browser, sau, de, aici, e, nevoie, sa, accepti, cookieurile, social, media]","[Republica, Moldova, primi, grant, circa, echivalentul, aproximativ, partea, României, Potrivit, Ministerului, Finanțelor, banii, folosiți, scopul, depășirii, crizei, energetice, confruntă, țara, finanțare, sens, semnat, Ministerul, Finanțelor, Republicii, Moldova, Agenția, Cooperare, Internațională, Dezvoltare, RoAid, Chișinăul, putea, cumpăra, energie, electrică, România, preț, plafonatChișinăul, procura, energie, electrică, România, preț, euroMWh, acoperi, necesarul, veni, Ucraina, anunțat, ajută, Republica, Moldova, întrun, moment, grea, încercare, putea, cumpăra, energie, electrică, România, preț, RONMWh, aproximativ, EURMWh, modificărilor, legislație, făcute, Guvernul, României, urma, discuțiilor, Guvernul, Republicii, Moldova, Energia, electrică, preț, mic, decât, prețurile, piață, asigura, necesarul, nul, putem, primi, Ucraina, începând, data, octombrie, lucru, posibil, reușit, sincronizarea, sistemului, sistemul, electroenergetic, european, încă, scris, Spînu, FacebookPentru, veni, ajutorul, Republicii, Moldova, Guvernul, României, aprobat, Ordonanță, Urgență, prevede, producătorii, energie, electrică, obligația, încheie, contracte, bilaterale, limita, cantităților, disponibile, prioritar, traderifurnizori, energie, electrică, desemnați, Guvernul, Republicii, MoldovaEnergia, necesară, cumpărată, cazul, producătorii, România, suficiente, cantități, disponibile, important, reducem, continuare, consumul, putem, văzut, mobilizare, frumoasă, partea, aduce, contribuția, consum, mic, Haideți, facem, efort, Republica, MoldovaDatorită, deschiderii, sufletești, sprijinului, călduros, oferit, România, știm, singuri, prieten, putem, baza, situații, urgență, maximă, Plecăciuni, România, adăugat, moldovean, Setarile, privind, cookieurile, permit, afisarea, continutul, sectiune, Poti, actualiza, setarile, modulelor, coookie, direct, browser, accepti, cookieurile, social, media]","[republică, Moldova, primi, grant, circa, echivalent, aproximativ, parte, România, potrivit, minister, Finanțelor, ban, folosi, scop, depășirii, criză, energetic, confrunta, țară, finanțare, sens, semnat, minister, Finanțelor, Republicii, Moldova, agenție, cooperare, internațional, dezvoltare, RoAid, Chișinăul, putea, cumpăra, energie, electric, România, preț, plafonatChișinăul, procură, energie, electric, România, preț, euroMWh, acoperi, necesar, veni, Ucraina, anunța, ajuta, republică, Moldova, întrun, moment, gre, încercare, putea, cumpăra, energie, electric, România, preț, RONMWh, aproximativ, EURMWh, modificare, legislație, face, guvern, România, urmă, discuție, guvern, Republicii, Moldova, energie, electric, preț, mic, decât, preț, piața, asigura, necesar, nul, putea, primi, Ucraina, începe, dată, octombrie, lucru, posibil, reușit, sincronizare, sistem, sistem, electroenergetic, european, încă, scrie, Spînu, FacebookPentru, veni, ajutor, Republicii, Moldova, guvern, România, aproba, Ordonanță, urgență, prevedea, producătoriu, energie, electric, obligație, încheia, contract, bilateral, limită, cantitate, disponibil, prioritar, traderifurnizori, energie, electric, desemna, guvern, Republicii, MoldovaEnergia, necesar, cumpărat, caz, producătoră, România, suficient, cantitate, disponibil, important, reduce, continuare, consum, putea, vedea, mobilizare, frumos, parte, aduce, contribuție, consum, mic, haideți, face, efort, republică, MoldovaDatorită, deschidere, sufletesc, sprijin, călduros, oferit, România, ști, singur, prieten, putea, baza, situație, urgență, maxim, plecăciune, România, adăuga, moldovean, Setarile, privind, cookie, permite, afisare, continut, sectiune, poti, actualiza, setară, modulelor, coookie, direct, browser, accepti, cookie, social, medie]"
